GLORIA_ID,Organization_ID,Dataset_ID,Sample_ID,LIMNADES_ID,LIMNADES_UID,SeaBASS_ID,Data_collection_purpose,Special_event_flag,Site_name,Country,Country_code,Latitude,Longitude,Date_Time_UTC,Water_body_type,Water_type,Elevation_asl,Wave_height,Wind_speed,Cloud_fraction,Depth,Platform,Distance_from_platform,Platform_length,Platform_height,Distance_to_shore,Landcover,Topography,Distance_to_river_discharge,Optical_stability_of_water,Rain_event_hour,Instrument_manufacturer,Instrument_model,Last_calibration,Measurement_method,Lt_nadir,Lt_relative_azimuth,Lsky_zenith,Lsky_relative_azimuth,Spectral_resolution,Number_of_radiometers,Field_of_view_Lt_radiometer,Field_of_view_Lu_radiometer,Skyglint_removal,Bias_removal_in_NIR,Self_shading_correction,Viewing_angle_correction,Additional_data_corrections,Availability_of_IOPs,Sample_depth,Water_collection_equipment,Chl_method,Phaeophytin_correction,TSS_method,aCDOM_method,Chla,Chla_plus_phaeo,TSS,aCDOM440,Turbidity,Secchi_depth,AOT,Comments
GID_4322,KUAS,SalemSI_JP_KUAS,Stn53_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.0892,140.3982,2016-10-12T02:30,1,2,0.35,,1.7,NaN,6.6,1,0.5,,NaN,0.24,"2",3,11.2,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,34.39113,17.2,NaN,NaN,NaN,NaN,
GID_4323,KUAS,SalemSI_JP_KUAS,Stn54_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.08186667,140.2203833,2016-10-12T02:30,1,2,0.35,,1.7,NaN,4.1,1,0.5,,NaN,0.18,"2",3,0.71,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,41.49759,9.4,NaN,NaN,NaN,NaN,
GID_4324,KUAS,SalemSI_JP_KUAS,Stn55_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.06503333,140.2332167,2016-10-12T02:30,1,2,0.35,,1.7,NaN,3.4,1,0.5,,NaN,0.95,"2",3,1.7,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,44.88245,14.7,NaN,NaN,NaN,NaN,
GID_4325,KUAS,SalemSI_JP_KUAS,Stn56_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.04536667,140.2995333,2016-10-12T02:30,1,2,0.35,,1.7,NaN,5.3,1,0.5,,NaN,1.77,"2",3,7.8,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,20.82431,16.5,NaN,NaN,NaN,NaN,
GID_4326,KUAS,SalemSI_JP_KUAS,Stn57_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.0357,140.4037,2016-10-12T02:30,1,2,0.35,,1.7,NaN,5.9,1,0.5,,NaN,3.34,"2",3,8,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,18.64732,14.8,NaN,NaN,NaN,NaN,
GID_4327,KUAS,SalemSI_JP_KUAS,Stn58_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.00838333,140.4358667,2016-10-12T02:30,1,2,0.35,,1.7,NaN,5.5,1,0.5,,NaN,2.3,"2",3,8.25,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,21.62914,13.4,NaN,NaN,NaN,NaN,
GID_4328,KUAS,SalemSI_JP_KUAS,Stn59_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,35.97655,140.4722,2016-10-12T02:30,1,2,0.35,,1.7,NaN,4,1,0.5,,NaN,0.98,"2",3,11.2,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,38.09045,14.9,NaN,NaN,NaN,NaN,
GID_4329,KUAS,SalemSI_JP_KUAS,Stn60_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.1492,140.3248667,2016-11-09T02:30,1,2,0.35,,1.7,NaN,1.8,1,0.5,,NaN,0.39,"2",3,1.76,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,69.9353,42.7,NaN,NaN,NaN,NaN,
GID_4330,KUAS,SalemSI_JP_KUAS,Stn61_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.1377,140.3403667,2016-11-09T02:30,1,2,0.35,,1.7,NaN,4.2,1,0.5,,NaN,0.25,"2",3,3.67,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,81.91515,17.3,NaN,NaN,NaN,NaN,
GID_4331,KUAS,SalemSI_JP_KUAS,Stn62_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.1217,140.3775333,2016-11-09T02:30,1,2,0.35,,1.7,NaN,4.1,1,0.5,,NaN,1.2,"2",3,7.35,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,95.06009,19.5,NaN,NaN,NaN,NaN,
GID_4332,KUAS,SalemSI_JP_KUAS,Stn63_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.0892,140.3982,2016-11-09T02:30,1,2,0.35,,1.7,NaN,6.5,1,0.5,,NaN,0.24,"2",3,11.2,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,52.35596,15.1,NaN,NaN,NaN,NaN,
GID_4333,KUAS,SalemSI_JP_KUAS,Stn64_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.08186667,140.2203833,2016-11-09T02:30,1,2,0.35,,1.7,NaN,4.1,1,0.5,,NaN,0.18,"2",3,0.71,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,42.82072,16.8,NaN,NaN,NaN,NaN,
GID_4334,KUAS,SalemSI_JP_KUAS,Stn65_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.06503333,140.2332167,2016-11-09T02:30,1,2,0.35,,1.7,NaN,3.3,1,0.5,,NaN,0.95,"2",3,1.7,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,60.70157,14.4,NaN,NaN,NaN,NaN,
GID_4335,KUAS,SalemSI_JP_KUAS,Stn66_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.0357,140.4037,2016-11-09T02:30,1,2,0.35,,1.7,NaN,5.9,1,0.5,,NaN,3.34,"2",3,8,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,41.39185,13.5,NaN,NaN,NaN,NaN,
GID_4336,KUAS,SalemSI_JP_KUAS,Stn67_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,36.00838333,140.4358667,2016-11-09T02:30,1,2,0.35,,1.7,NaN,5.5,1,0.5,,NaN,2.3,"2",3,8.25,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,30.45265,12.6,NaN,NaN,NaN,NaN,
GID_4337,KUAS,SalemSI_JP_KUAS,Stn68_LK,,,,1,NaN,"Lake Kasumigaura",Japan,JP,35.97655,140.4722,2016-11-09T02:30,1,2,0.35,,1.7,NaN,4,1,0.5,,NaN,0.98,"2",3,11.2,2,NaN,1,"FieldSpec HandHeld 2",2012-03-07,1,45,135,45,135,1,1,25,NaN,6,0,0,NaN,,0,1,"10",KUAS Chl - SP,0,APHA 2540 D,,NaN,49.30795,19.9,NaN,NaN,NaN,NaN,
GID_4338,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-7_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.695,131.2293333,2010-07-07T03:40,3,2,NaN,,,NaN,12,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.8196,NaN,1.6,0.164133906862745,NaN,NaN,NaN,
GID_4339,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-14_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.76833333,131.2843333,2010-07-07T02:45,3,2,NaN,,,NaN,18,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.43747,NaN,1.14285714285714,0.149627264705882,NaN,NaN,NaN,
GID_4340,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-10_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.66666667,131.3641667,2010-07-07T04:24,3,2,NaN,,,NaN,13,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.99057,NaN,0.5,0.0824112745098039,NaN,NaN,NaN,
GID_4341,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-4_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.705,131.4975,2010-07-07T05:23,3,2,NaN,,,NaN,27,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.37811,NaN,1.16666666666667,0.10084656372549,NaN,NaN,NaN,
GID_4342,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-8_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.775,131.5375,2010-07-07T01:29,3,2,NaN,,,NaN,28,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.93121,NaN,0.833333333333334,0.0710204558823529,NaN,NaN,NaN,
GID_4343,JAMSTEC,SiswantoE_JP_JAMSTEC,s-1_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.73,131.7083333,2010-07-07T00:26,3,2,NaN,,,NaN,20,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.47086,NaN,1.4,0.128200333333333,NaN,NaN,NaN,
GID_4344,JAMSTEC,SiswantoE_JP_JAMSTEC,s-9_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.60333333,131.745,2010-07-07T23:29,3,2,NaN,,,NaN,21,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.18148,NaN,1.2,0.153409151960784,NaN,NaN,NaN,
GID_4345,JAMSTEC,SiswantoE_JP_JAMSTEC,s-12_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.48,131.84,2010-07-06T04:45,3,2,NaN,,,NaN,52,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.56392,NaN,0.249999999999998,0.0708156372549019,NaN,NaN,NaN,
GID_4347,JAMSTEC,SiswantoE_JP_JAMSTEC,s-22_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.33166667,131.7083333,2010-07-06T01:46,3,2,NaN,,,NaN,34,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,7.8281,NaN,4.25,0.28292387254902,NaN,NaN,NaN,
GID_4348,JAMSTEC,SiswantoE_JP_JAMSTEC,s-30_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.31166667,131.5316667,2010-07-06T00:02,3,2,NaN,,,NaN,57,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,14.2835,NaN,5.50000000000001,0.237550901960784,NaN,NaN,NaN,
GID_4349,JAMSTEC,SiswantoE_JP_JAMSTEC,s-31_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.27333333,131.5366667,2010-07-06T23:30,3,2,NaN,,,NaN,73,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,12.2801,NaN,6.4,0.202383382352941,NaN,NaN,NaN,
GID_4350,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-7_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.695,131.2293333,2010-08-04T03:50,3,2,NaN,,,NaN,12,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.56392,NaN,1.44,0.0921425784313726,NaN,NaN,NaN,
GID_4351,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-14_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.76833333,131.2843333,2010-08-04T02:55,3,2,NaN,,,NaN,18,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.99799,NaN,0.974999999999999,0.112275013071895,NaN,NaN,NaN,
GID_4352,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-9_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.70666667,131.3641667,2010-08-04T04:52,3,2,NaN,,,NaN,14,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,1.25769,NaN,0.880000000000002,0.11258358496732,NaN,NaN,NaN,
GID_4353,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-4_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.705,131.4975,2010-08-04T05:32,3,2,NaN,,,NaN,27,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.7049,NaN,0.640000000000002,0.0940090620915033,NaN,NaN,NaN,
GID_4354,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-8_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.775,131.5375,2010-08-04T01:45,3,2,NaN,,,NaN,28,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.47117,NaN,0.42,0.0847895359477124,NaN,NaN,NaN,
GID_4355,JAMSTEC,SiswantoE_JP_JAMSTEC,s-1_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.73,131.7083333,2010-08-04T00:48,3,2,NaN,,,NaN,20,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.51569,NaN,0.560000000000001,0.0943778431372549,NaN,NaN,NaN,
GID_4356,JAMSTEC,SiswantoE_JP_JAMSTEC,s-3_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.74333333,131.865,2010-08-05T23:36,3,2,NaN,,,NaN,51,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.67151,NaN,0.840000000000004,0.0522884215686274,NaN,NaN,NaN,
GID_4357,JAMSTEC,SiswantoE_JP_JAMSTEC,s-7_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.61666667,131.8883333,2010-08-05T00:18,3,2,NaN,,,NaN,54,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.58618,NaN,0.5,0.043634431372549,NaN,NaN,NaN,
GID_4358,JAMSTEC,SiswantoE_JP_JAMSTEC,s-9_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.60333333,131.745,2010-08-04T00:05,3,2,NaN,,,NaN,21,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.41181,NaN,0.480000000000001,0.0778880620915033,NaN,NaN,NaN,
GID_4359,JAMSTEC,SiswantoE_JP_JAMSTEC,s-11_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.47333333,131.7716667,2010-08-04T23:17,3,2,NaN,,,NaN,26,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.97944,NaN,1,0.0930306633986928,NaN,NaN,NaN,
GID_4360,JAMSTEC,SiswantoE_JP_JAMSTEC,s-13_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.48666667,131.9083333,2010-08-05T01:49,3,2,NaN,,,NaN,71,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.61586,NaN,0.359999999999999,0.0480630294117647,NaN,NaN,NaN,
GID_4361,JAMSTEC,SiswantoE_JP_JAMSTEC,s-15_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.42666667,131.9816667,2010-08-05T02:31,3,2,NaN,,,NaN,84,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.61215,NaN,0.279999999999999,0.043676362745098,NaN,NaN,NaN,
GID_4362,JAMSTEC,SiswantoE_JP_JAMSTEC,s-17_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.415,131.8433333,2010-08-05T03:37,3,2,NaN,,,NaN,62,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.40068,NaN,0.359999999999999,0.0470416241830065,NaN,NaN,NaN,
GID_4363,JAMSTEC,SiswantoE_JP_JAMSTEC,s-19_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.27,131.8633333,2010-08-03T01:19,3,2,NaN,,,NaN,32,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,5.0456,NaN,2.35,0.101348933823529,NaN,NaN,NaN,
GID_4364,JAMSTEC,SiswantoE_JP_JAMSTEC,s-21_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.39,131.7066667,2010-08-03T02:42,3,2,NaN,,,NaN,16,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,1.03509,NaN,1.12,0.0490742205882353,NaN,NaN,NaN,
GID_4365,JAMSTEC,SiswantoE_JP_JAMSTEC,s-22_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.33166667,131.7083333,2010-08-03T03:47,3,2,NaN,,,NaN,34,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.53795,NaN,0.5,0.0367407524509804,NaN,NaN,NaN,
GID_4366,JAMSTEC,SiswantoE_JP_JAMSTEC,s-23_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.285,131.71,2010-08-03T04:15,3,2,NaN,,,NaN,53,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,3.0793,NaN,1.25,0.0830434705882353,NaN,NaN,NaN,
GID_4367,JAMSTEC,SiswantoE_JP_JAMSTEC,s-25_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.26833333,131.6033333,2010-08-03T04:54,3,2,NaN,,,NaN,56,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,3.4503,NaN,1.75,0.107648316176471,NaN,NaN,NaN,
GID_4368,JAMSTEC,SiswantoE_JP_JAMSTEC,s-27_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.33833333,131.5966667,2010-08-03T05:30,3,2,NaN,,,NaN,28,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.56763,NaN,1.06,0.0538834264705882,NaN,NaN,NaN,
GID_4369,JAMSTEC,SiswantoE_JP_JAMSTEC,s-30_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.31166667,131.5316667,2010-08-03T06:33,3,2,NaN,,,NaN,57,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.93492,NaN,0.780000000000003,0.0524779191176471,NaN,NaN,NaN,
GID_4370,JAMSTEC,SiswantoE_JP_JAMSTEC,s-34_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.34166667,131.9666667,2010-08-05T04:47,3,2,NaN,,,NaN,100,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,0.94976,NaN,0.666666666666668,0.0525916176470588,NaN,NaN,NaN,
GID_4371,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-7_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.695,131.2293333,2010-09-15T02:34,3,2,NaN,,,NaN,12,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,1.73628,NaN,1.75,0.0808844080882353,NaN,NaN,NaN,
GID_4372,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-14_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.76833333,131.2843333,2010-09-15T01:54,3,2,NaN,,,NaN,18,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,1.06106,NaN,0.683333333333334,0.0656016323529412,NaN,NaN,NaN,
GID_4373,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-13_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.75666667,131.3641667,2010-09-15T01:28,3,2,NaN,,,NaN,18,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,1.23914,NaN,0.728571428571431,0.0665301703431373,NaN,NaN,NaN,
GID_4374,JAMSTEC,SiswantoE_JP_JAMSTEC,sb-10_SIS,,,,1,NaN,"Seto-Inland Sea",Japan,JP,33.66666667,131.3641667,2010-09-15T03:29,3,2,NaN,,,NaN,13,1,,,NaN,,"1",3,,2,NaN,3,"RAMSES",Yearly,8,NaN,,NaN,,10,3,NaN,7,NaN,0,0,NaN,,1,0.5,"1",JAMSTEC Chl - FL,0,APHA 2540 D,NASA TM 2003-211621,2.32988,NaN,1.82,0.086526193627451,NaN,NaN,NaN,
